year,month,district,police_division,crime_type,crime_count,risk_zone,trend
2021,9,Hatton,Hatton Main,Murder,0,Medium,Stable
2021,9,Hatton,Hatton Main,Mischief > 50k,0,High,Stable
2021,9,Hatton,Hatton Main,Kidnapping,0,High,Stable
2021,9,Hatton,Hatton Main,Illegal Firearms,0,High,Stable
2021,9,Hatton,Hatton Main,Hurt by Dangerous Weapons,2,Medium,Stable
2021,9,Hatton,Hatton Main,Human Trafficking,0,High,Stable
2021,9,Hatton,Hatton Main,House Breaking,3,Low,Stable
2021,9,Hatton,Hatton Main,Grievous Hurt,1,Medium,Stable
2021,9,Hatton,Hatton Main,Grave Sexual Abuse,0,Medium,Stable
2021,9,Hatton,Hatton Main,Extortions,0,High,Stable
2021,9,Hatton,Hatton Main,Cruelty to Children,0,High,Stable
2021,9,Hatton,Hatton Main,Counterfeiting Currency,0,High,Stable
2021,9,Hatton,Hatton Main,Cheating / Breach of Trust > 300k,1,Medium,Stable
2021,9,Hatton,Hatton Main,Cattle Theft > 50k,0,Medium,Stable
2021,9,Hatton,Hatton Main,Attempt to Murder,0,High,Stable
2021,9,Hatton,Hatton Main,Arson,0,Medium,Stable
2021,9,Hatton,Hatton Main,Agriculture Theft > 50k,0,High,Stable
2021,9,Hatton,Hatton Main,Abduction,0,Medium,Stable
2021,9,Hambantota,Hambantota Main,Total Crimes,73,Medium,Stable
2021,9,Gampola,Gampola Main,Unlawful Assembly/ Riot,0,High,Stable
2021,9,Gampola,Gampola Main,Statutory Rape (Non-consensual),0,High,Stable
2021,9,Gampola,Gampola Main,Statutory Rape (Consensual),0,Low,Stable
2021,9,Gampola,Gampola Main,Sexual Exploitation Of Children,0,High,Stable
2021,9,Gampola,Gampola Main,Robbery,2,Medium,Stable
2021,9,Gampola,Gampola Main,Rape (Adult),0,Medium,Stable
2021,9,Gampola,Gampola Main,Property Theft > 50k,5,Medium,Stable
2021,9,Gampola,Gampola Main,Offensive Weapons Act,0,High,Stable
2021,9,Gampola,Gampola Main,Offences Against The State,0,High,Stable
2021,9,Gampola,Gampola Main,Obstructing Police,0,High,Stable
2021,9,Gampola,Gampola Main,Narcotic Drugs,0,Low,Stable
2021,9,Gampola,Gampola Main,Murder,0,Medium,Stable
2021,9,Gampola,Gampola Main,Mischief > 50k,1,High,Stable
2021,9,Gampola,Gampola Main,Kidnapping,0,High,Stable
2021,9,Gampola,Gampola Main,Illegal Firearms,0,High,Stable
2021,9,Gampola,Gampola Main,Hurt by Dangerous Weapons,1,Medium,Stable
2021,9,Gampola,Gampola Main,Human Trafficking,0,High,Stable
2021,9,Gampola,Gampola Main,House Breaking,13,Medium,Stable
2021,9,Gampola,Gampola Main,Grievous Hurt,1,Medium,Stable
2021,9,Gampola,Gampola Main,Grave Sexual Abuse,1,High,Stable
2021,9,Gampola,Gampola Main,Extortions,0,High,Stable
2021,9,Gampola,Gampola Main,Cruelty to Children,0,High,Stable
2021,9,Gampola,Gampola Main,Counterfeiting Currency,0,High,Stable
2021,9,Gampola,Gampola Main,Cheating / Breach of Trust > 300k,3,Medium,Stable
2021,9,Gampola,Gampola Main,Cattle Theft > 50k,1,Medium,Stable
2021,9,Gampola,Gampola Main,Attempt to Murder,0,High,Stable
2021,9,Gampola,Gampola Main,Arson,0,Medium,Stable
2021,9,Gampola,Gampola Main,Agriculture Theft > 50k,0,High,Stable
2021,9,Gampola,Gampola Main,Abduction,1,High,Stable
2021,9,Gampaha,Gampaha City,Unlawful Assembly/ Riot,0,High,Stable
2021,9,Gampaha,Katunayake,Statutory Rape (Non-consensual),0,High,Stable
2021,9,Gampaha,Negombo,Statutory Rape (Consensual),1,High,Stable
2021,9,Gampaha,Negombo,Sexual Exploitation Of Children,0,High,Stable
2021,9,Gampaha,Gampaha City,Robbery,7,High,Stable
2021,9,Gampaha,Katunayake,Rape (Adult),1,High,Stable
2021,9,Gampaha,Katunayake,Property Theft > 50k,18,High,Stable
2021,9,Gampaha,Negombo,Offensive Weapons Act,0,High,Stable
2021,9,Gampaha,Katunayake,Offences Against The State,0,High,Stable
2021,9,Gampaha,Katunayake,Obstructing Police,1,High,Stable
2021,9,Gampaha,Negombo,Narcotic Drugs,19,High,Stable
2021,9,Gampaha,Katunayake,Murder,2,High,Stable
2021,9,Gampaha,Katunayake,Mischief > 50k,0,High,Stable
2021,9,Gampaha,Negombo,Kidnapping,0,High,Stable
2021,9,Gampaha,Negombo,Illegal Firearms,0,High,Stable
2021,9,Gampaha,Negombo,Hurt by Dangerous Weapons,3,High,Stable
2021,9,Gampaha,Katunayake,Human Trafficking,0,High,Stable
2021,9,Gampaha,Gampaha City,House Breaking,24,High,Stable
2021,9,Gampaha,Katunayake,Grievous Hurt,1,Medium,Stable
2021,9,Gampaha,Negombo,Grave Sexual Abuse,1,High,Stable
2021,9,Gampaha,Katunayake,Extortions,0,High,Stable
2021,9,Gampaha,Gampaha City,Cruelty to Children,0,High,Stable
2021,9,Gampaha,Gampaha City,Counterfeiting Currency,0,High,Stable
2021,9,Gampaha,Gampaha City,Cheating / Breach of Trust > 300k,1,Medium,Stable
2021,9,Gampaha,Gampaha City,Cattle Theft > 50k,1,Medium,Stable
2021,9,Gampaha,Gampaha City,Attempt to Murder,0,High,Stable
2021,9,Gampaha,Negombo,Arson,1,High,Stable
2021,9,Gampaha,Gampaha City,Agriculture Theft > 50k,0,High,Stable
2021,9,Gampaha,Gampaha City,Abduction,1,High,Stable
2021,9,Galle,Galle City,Unlawful Assembly/ Riot,0,High,Stable
2021,9,Galle,Galle City,Statutory Rape (Non-consensual),0,High,Stable
2021,9,Galle,Galle City,Statutory Rape (Consensual),3,High,Stable
2021,9,Galle,Galle City,Sexual Exploitation Of Children,0,High,Stable
2021,9,Galle,Ambalangoda,Robbery,8,High,Stable
2021,9,Galle,Hikkaduwa,Rape (Adult),1,High,Stable
2021,9,Galle,Galle City,Property Theft > 50k,18,High,Stable
2021,9,Galle,Galle City,Offensive Weapons Act,0,High,Stable
2021,9,Galle,Galle City,Offences Against The State,0,High,Stable
2021,9,Galle,Hikkaduwa,Obstructing Police,1,High,Stable
2021,9,Galle,Hikkaduwa,Narcotic Drugs,4,Medium,Stable
2021,9,Galle,Galle City,Murder,1,High,Stable
2021,9,Galle,Ambalangoda,Mischief > 50k,2,High,Stable
2021,9,Galle,Galle City,Kidnapping,0,High,Stable
2021,9,Galle,Hikkaduwa,Illegal Firearms,0,High,Stable
2021,9,Galle,Ambalangoda,Hurt by Dangerous Weapons,7,High,Stable
2021,9,Galle,Hikkaduwa,Human Trafficking,0,High,Stable
2021,9,Galle,Ambalangoda,House Breaking,29,High,Stable
2021,9,Galle,Ambalangoda,Grievous Hurt,2,High,Stable
2021,9,Galle,Ambalangoda,Grave Sexual Abuse,2,High,Stable
2021,9,Galle,Galle City,Extortions,1,High,Stable
2021,9,Galle,Ambalangoda,Cruelty to Children,0,High,Stable
2021,9,Galle,Galle City,Counterfeiting Currency,0,High,Stable
2021,9,Galle,Ambalangoda,Cheating / Breach of Trust > 300k,2,Medium,Stable
2021,9,Galle,Hikkaduwa,Cattle Theft > 50k,4,High,Stable
2021,9,Galle,Ambalangoda,Attempt to Murder,0,High,Stable
2021,9,Galle,Galle City,Arson,0,Medium,Stable
2021,9,Galle,Hikkaduwa,Agriculture Theft > 50k,0,High,Stable
2021,9,Galle,Galle City,Abduction,1,High,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Unlawful Assembly/ Riot,0,High,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Statutory Rape (Non-consensual),0,High,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Statutory Rape (Consensual),0,Low,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Sexual Exploitation Of Children,0,High,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Robbery,0,Low,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Rape (Adult),0,Medium,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Property Theft > 50k,0,Low,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Offensive Weapons Act,0,High,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Offences Against The State,0,High,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Obstructing Police,0,High,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Narcotic Drugs,0,Low,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Murder,0,Medium,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Mischief > 50k,0,High,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Kidnapping,0,High,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Illegal Firearms,0,High,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Hurt by Dangerous Weapons,0,Low,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Human Trafficking,0,High,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,House Breaking,0,Low,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Grievous Hurt,0,Low,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Grave Sexual Abuse,0,Medium,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Extortions,0,High,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Cruelty to Children,0,High,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Counterfeiting Currency,0,High,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Cheating / Breach of Trust > 300k,25,High,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Cattle Theft > 50k,0,Medium,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Attempt to Murder,0,High,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Arson,0,Medium,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Agriculture Theft > 50k,0,High,Stable
2021,9,Fraud Bureau,Fraud Bureau Main,Abduction,0,Medium,Stable
2021,9,Elpitiya,Elpitiya Main,Unlawful Assembly/ Riot,0,High,Stable
2021,9,Elpitiya,Elpitiya Main,Statutory Rape (Non-consensual),0,High,Stable
2021,9,Elpitiya,Elpitiya Main,Statutory Rape (Consensual),3,High,Stable
2021,9,Elpitiya,Elpitiya Main,Sexual Exploitation Of Children,0,High,Stable
2021,9,Elpitiya,Elpitiya Main,Robbery,9,High,Stable
2021,9,Elpitiya,Elpitiya Main,Rape (Adult),1,High,Stable
2021,9,Elpitiya,Elpitiya Main,Property Theft > 50k,17,High,Stable
2021,9,Elpitiya,Elpitiya Main,Offensive Weapons Act,0,High,Stable
2021,9,Elpitiya,Elpitiya Main,Offences Against The State,0,High,Stable
2021,9,Elpitiya,Elpitiya Main,Obstructing Police,1,High,Stable
2021,9,Elpitiya,Elpitiya Main,Narcotic Drugs,12,High,Stable
2021,9,Elpitiya,Elpitiya Main,Murder,2,High,Stable
2021,9,Elpitiya,Elpitiya Main,Mischief > 50k,0,High,Stable
2021,9,Elpitiya,Elpitiya Main,Kidnapping,0,High,Stable
2021,9,Elpitiya,Elpitiya Main,Illegal Firearms,0,High,Stable
2021,9,Elpitiya,Elpitiya Main,Hurt by Dangerous Weapons,4,High,Stable
2021,9,Elpitiya,Elpitiya Main,Human Trafficking,0,High,Stable
2021,9,Elpitiya,Elpitiya Main,House Breaking,45,High,Stable
2021,9,Elpitiya,Elpitiya Main,Grievous Hurt,3,High,Stable
2021,9,Elpitiya,Elpitiya Main,Grave Sexual Abuse,1,High,Stable
2021,9,Elpitiya,Elpitiya Main,Extortions,0,High,Stable
2021,9,Elpitiya,Elpitiya Main,Cruelty to Children,0,High,Stable
2021,9,Elpitiya,Elpitiya Main,Counterfeiting Currency,0,High,Stable
2021,9,Elpitiya,Elpitiya Main,Cheating / Breach of Trust > 300k,1,Medium,Stable
2021,9,Elpitiya,Elpitiya Main,Cattle Theft > 50k,3,High,Stable
2021,9,Elpitiya,Elpitiya Main,Attempt to Murder,0,High,Stable
2021,9,Elpitiya,Elpitiya Main,Arson,1,High,Stable
2021,9,Elpitiya,Elpitiya Main,Agriculture Theft > 50k,0,High,Stable
2021,9,Elpitiya,Elpitiya Main,Abduction,0,Medium,Stable
2021,9,Colombo ©,Colombo © Main,Unlawful Assembly/ Riot,0,High,Stable
2021,9,Colombo ©,Colombo © Main,Statutory Rape (Non-consensual),0,High,Stable
2021,9,Colombo ©,Colombo © Main,Statutory Rape (Consensual),0,Low,Stable
2021,9,Colombo ©,Colombo © Main,Sexual Exploitation Of Children,0,High,Stable
2021,9,Colombo ©,Colombo © Main,Robbery,2,Medium,Stable
2021,9,Colombo ©,Colombo © Main,Rape (Adult),0,Medium,Stable
2021,9,Colombo ©,Colombo © Main,Property Theft > 50k,6,Medium,Stable
2021,9,Colombo ©,Colombo © Main,Offensive Weapons Act,0,High,Stable
2021,9,Colombo ©,Colombo © Main,Offences Against The State,0,High,Stable
2021,9,Colombo ©,Colombo © Main,Obstructing Police,0,High,Stable
2021,9,Colombo ©,Colombo © Main,Narcotic Drugs,10,High,Stable
2021,9,Colombo ©,Colombo © Main,Murder,1,High,Stable
2021,9,Colombo ©,Colombo © Main,Mischief > 50k,0,High,Stable
2021,9,Colombo ©,Colombo © Main,Kidnapping,1,High,Stable
2021,9,Colombo ©,Colombo © Main,Illegal Firearms,0,High,Stable
2021,9,Colombo ©,Colombo © Main,Hurt by Dangerous Weapons,1,Medium,Stable
2021,9,Colombo ©,Colombo © Main,Human Trafficking,0,High,Stable
2021,9,Colombo ©,Colombo © Main,House Breaking,3,Low,Stable
2021,9,Colombo ©,Colombo © Main,Grievous Hurt,0,Low,Stable
2021,9,Colombo ©,Colombo © Main,Grave Sexual Abuse,0,Medium,Stable
2021,9,Colombo ©,Colombo © Main,Extortions,0,High,Stable
2021,9,Colombo ©,Colombo © Main,Cruelty to Children,0,High,Stable
2021,9,Colombo ©,Colombo © Main,Counterfeiting Currency,0,High,Stable
2021,9,Colombo ©,Colombo © Main,Cheating / Breach of Trust > 300k,1,Medium,Stable
2021,9,Colombo ©,Colombo © Main,Cattle Theft > 50k,0,Medium,Stable
2021,9,Colombo ©,Colombo © Main,Attempt to Murder,0,High,Stable
2021,9,Colombo ©,Colombo © Main,Arson,0,Medium,Stable
2021,9,Colombo ©,Colombo © Main,Agriculture Theft > 50k,0,High,Stable
2021,9,Colombo ©,Colombo © Main,Abduction,0,Medium,Stable
2021,9,Colombo (S),Colombo (S) Main,Unlawful Assembly/ Riot,0,High,Stable
2021,9,Colombo (S),Colombo (S) Main,Statutory Rape (Non-consensual),0,High,Stable
2021,9,Colombo (S),Colombo (S) Main,Statutory Rape (Consensual),0,Low,Stable
2021,9,Colombo (S),Colombo (S) Main,Sexual Exploitation Of Children,0,High,Stable
2021,9,Colombo (S),Colombo (S) Main,Robbery,3,Medium,Stable
2021,9,Colombo (S),Colombo (S) Main,Rape (Adult),0,Medium,Stable
2021,9,Colombo (S),Colombo (S) Main,Property Theft > 50k,11,Medium,Stable
2021,9,Colombo (S),Colombo (S) Main,Offensive Weapons Act,0,High,Stable
2021,9,Colombo (S),Colombo (S) Main,Offences Against The State,0,High,Stable
2021,9,Colombo (S),Colombo (S) Main,Obstructing Police,0,High,Stable
2021,9,Colombo (S),Colombo (S) Main,Narcotic Drugs,20,High,Stable
2021,9,Colombo (S),Colombo (S) Main,Murder,0,Medium,Stable
2021,9,Colombo (S),Colombo (S) Main,Mischief > 50k,0,High,Stable
2021,9,Colombo (S),Colombo (S) Main,Kidnapping,0,High,Stable
2021,9,Colombo (S),Colombo (S) Main,Illegal Firearms,0,High,Stable
2021,9,Colombo (S),Colombo (S) Main,Hurt by Dangerous Weapons,2,Medium,Stable
2021,9,Colombo (S),Colombo (S) Main,Human Trafficking,0,High,Stable
2021,9,Colombo (S),Colombo (S) Main,House Breaking,15,Medium,Stable
2021,9,Colombo (S),Colombo (S) Main,Grievous Hurt,0,Low,Stable
2021,9,Colombo (S),Colombo (S) Main,Grave Sexual Abuse,0,Medium,Stable
2021,9,Colombo (S),Colombo (S) Main,Extortions,0,High,Stable
2021,9,Colombo (S),Colombo (S) Main,Cruelty to Children,0,High,Stable
2021,9,Colombo (S),Colombo (S) Main,Counterfeiting Currency,0,High,Stable
2021,9,Colombo (S),Colombo (S) Main,Cheating / Breach of Trust > 300k,1,Medium,Stable
2021,9,Colombo (S),Colombo (S) Main,Cattle Theft > 50k,0,Medium,Stable
2021,9,Colombo (S),Colombo (S) Main,Attempt to Murder,0,High,Stable
2021,9,Colombo (S),Colombo (S) Main,Arson,0,Medium,Stable
2021,9,Colombo (S),Colombo (S) Main,Agriculture Theft > 50k,0,High,Stable
2021,9,Colombo (S),Colombo (S) Main,Abduction,0,Medium,Stable
2021,9,Colombo (N),Colombo (N) Main,Unlawful Assembly/ Riot,0,High,Stable
2021,9,Colombo (N),Colombo (N) Main,Statutory Rape (Non-consensual),0,High,Stable
2021,9,Colombo (N),Colombo (N) Main,Statutory Rape (Consensual),0,Low,Stable
2021,9,Colombo (N),Colombo (N) Main,Sexual Exploitation Of Children,0,High,Stable
2021,9,Colombo (N),Colombo (N) Main,Robbery,2,Medium,Stable
2021,9,Colombo (N),Colombo (N) Main,Rape (Adult),0,Medium,Stable
2021,9,Colombo (N),Colombo (N) Main,Property Theft > 50k,8,Medium,Stable
2021,9,Colombo (N),Colombo (N) Main,Offensive Weapons Act,0,High,Stable
2021,9,Colombo (N),Colombo (N) Main,Offences Against The State,0,High,Stable
2021,9,Colombo (N),Colombo (N) Main,Obstructing Police,0,High,Stable
2021,9,Colombo (N),Colombo (N) Main,Narcotic Drugs,28,High,Stable
2021,9,Colombo (N),Colombo (N) Main,Murder,0,Medium,Stable
2021,9,Colombo (N),Colombo (N) Main,Mischief > 50k,0,High,Stable
2021,9,Colombo (N),Colombo (N) Main,Kidnapping,0,High,Stable
2021,9,Colombo (N),Colombo (N) Main,Illegal Firearms,0,High,Stable
2021,9,Colombo (N),Colombo (N) Main,Hurt by Dangerous Weapons,3,High,Stable
2021,9,Colombo (N),Colombo (N) Main,Human Trafficking,0,High,Stable
2021,9,Colombo (N),Colombo (N) Main,House Breaking,6,Low,Stable
2021,9,Colombo (N),Colombo (N) Main,Grievous Hurt,1,Medium,Stable
2021,9,Colombo (N),Colombo (N) Main,Grave Sexual Abuse,0,Medium,Stable
2021,9,Colombo (N),Colombo (N) Main,Extortions,0,High,Stable
2021,9,Colombo (N),Colombo (N) Main,Cruelty to Children,0,High,Stable
2021,9,Colombo (N),Colombo (N) Main,Counterfeiting Currency,0,High,Stable
2021,9,Colombo (N),Colombo (N) Main,Cheating / Breach of Trust > 300k,0,Low,Stable
2021,9,Colombo (N),Colombo (N) Main,Cattle Theft > 50k,0,Medium,Stable
2021,9,Colombo (N),Colombo (N) Main,Attempt to Murder,0,High,Stable
2021,9,Colombo (N),Colombo (N) Main,Arson,0,Medium,Stable
2021,9,Colombo (N),Colombo (N) Main,Agriculture Theft > 50k,0,High,Stable
2021,9,Colombo (N),Colombo (N) Main,Abduction,0,Medium,Stable
2021,9,Colombo,Colombo Central,Total Crimes,102,High,Stable
2021,9,Cid,Cid Main,Unlawful Assembly/ Riot,0,High,Stable
2021,9,Cid,Cid Main,Statutory Rape (Non-consensual),0,High,Stable
2021,9,Cid,Cid Main,Statutory Rape (Consensual),0,Low,Stable
2021,9,Cid,Cid Main,Sexual Exploitation Of Children,0,High,Stable
2021,9,Cid,Cid Main,Robbery,0,Low,Stable
2021,9,Cid,Cid Main,Rape (Adult),0,Medium,Stable
2021,9,Cid,Cid Main,Property Theft > 50k,0,Low,Stable
2021,9,Cid,Cid Main,Offensive Weapons Act,0,High,Stable
2021,9,Cid,Cid Main,Offences Against The State,0,High,Stable
2021,9,Cid,Cid Main,Obstructing Police,0,High,Stable
2021,9,Cid,Cid Main,Narcotic Drugs,0,Low,Stable
2021,9,Cid,Cid Main,Murder,0,Medium,Stable
2021,9,Cid,Cid Main,Mischief > 50k,0,High,Stable
2021,9,Cid,Cid Main,Kidnapping,0,High,Stable
2021,9,Cid,Cid Main,Illegal Firearms,0,High,Stable
2021,9,Cid,Cid Main,Hurt by Dangerous Weapons,0,Low,Stable
2021,9,Cid,Cid Main,Human Trafficking,0,High,Stable
2021,9,Cid,Cid Main,House Breaking,0,Low,Stable
2021,9,Cid,Cid Main,Grievous Hurt,0,Low,Stable
2021,9,Cid,Cid Main,Grave Sexual Abuse,0,Medium,Stable
2021,9,Cid,Cid Main,Extortions,0,High,Stable
2021,9,Cid,Cid Main,Cruelty to Children,0,High,Stable
2021,9,Cid,Cid Main,Counterfeiting Currency,0,High,Stable
2021,9,Cid,Cid Main,Cheating / Breach of Trust > 300k,20,High,Stable
2021,9,Cid,Cid Main,Cattle Theft > 50k,0,Medium,Stable
2021,9,Cid,Cid Main,Attempt to Murder,0,High,Stable
2021,9,Cid,Cid Main,Arson,0,Medium,Stable
2021,9,Cid,Cid Main,Agriculture Theft > 50k,0,High,Stable
2021,9,Cid,Cid Main,Abduction,0,Medium,Stable
2021,9,Ccd,Ccd Main,Unlawful Assembly/ Riot,0,High,Stable
2021,9,Ccd,Ccd Main,Statutory Rape (Non-consensual),0,High,Stable
2021,9,Ccd,Ccd Main,Statutory Rape (Consensual),0,Low,Stable
2021,9,Ccd,Ccd Main,Sexual Exploitation Of Children,0,High,Stable
2021,9,Ccd,Ccd Main,Robbery,0,Low,Stable
2021,9,Ccd,Ccd Main,Rape (Adult),0,Medium,Stable
2021,9,Ccd,Ccd Main,Property Theft > 50k,0,Low,Stable
2021,9,Ccd,Ccd Main,Offensive Weapons Act,0,High,Stable
2021,9,Ccd,Ccd Main,Offences Against The State,0,High,Stable
2021,9,Ccd,Ccd Main,Obstructing Police,0,High,Stable
2021,9,Ccd,Ccd Main,Narcotic Drugs,6,Medium,Stable
2021,9,Ccd,Ccd Main,Murder,0,Medium,Stable
2021,9,Ccd,Ccd Main,Mischief > 50k,0,High,Stable
2021,9,Ccd,Ccd Main,Kidnapping,0,High,Stable
2021,9,Ccd,Ccd Main,Illegal Firearms,0,High,Stable
2021,9,Ccd,Ccd Main,Hurt by Dangerous Weapons,0,Low,Stable
2021,9,Ccd,Ccd Main,Human Trafficking,0,High,Stable
2021,9,Ccd,Ccd Main,House Breaking,0,Low,Stable
2021,9,Ccd,Ccd Main,Grievous Hurt,0,Low,Stable
2021,9,Ccd,Ccd Main,Grave Sexual Abuse,0,Medium,Stable
2021,9,Ccd,Ccd Main,Extortions,0,High,Stable
2021,9,Ccd,Ccd Main,Cruelty to Children,0,High,Stable
2021,9,Ccd,Ccd Main,Counterfeiting Currency,0,High,Stable
2021,9,Ccd,Ccd Main,Cheating / Breach of Trust > 300k,2,Medium,Stable
2021,9,Ccd,Ccd Main,Cattle Theft > 50k,0,Medium,Stable
2021,9,Ccd,Ccd Main,Attempt to Murder,0,High,Stable
2021,9,Ccd,Ccd Main,Arson,0,Medium,Stable
2021,9,Ccd,Ccd Main,Agriculture Theft > 50k,0,High,Stable
2021,9,Ccd,Ccd Main,Abduction,0,Medium,Stable
2021,9,Batticaloa,Batticaloa Main,Total Crimes,29,Low,Stable
2021,9,Badulla,Badulla Main,Total Crimes,71,Medium,Stable
2021,9,Anurdhapura,Anurdhapura Main,Unlawful Assembly/ Riot,0,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Statutory Rape (Non-consensual),3,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Statutory Rape (Consensual),3,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Sexual Exploitation Of Children,0,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Robbery,17,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Rape (Adult),1,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Property Theft > 50k,29,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Offensive Weapons Act,0,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Offences Against The State,0,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Obstructing Police,1,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Narcotic Drugs,8,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Murder,1,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Mischief > 50k,2,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Kidnapping,0,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Illegal Firearms,0,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Hurt by Dangerous Weapons,9,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Human Trafficking,0,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,House Breaking,49,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Grievous Hurt,6,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Grave Sexual Abuse,3,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Extortions,0,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Cruelty to Children,0,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Counterfeiting Currency,0,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Cheating / Breach of Trust > 300k,13,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Cattle Theft > 50k,7,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Attempt to Murder,0,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Arson,2,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Agriculture Theft > 50k,1,High,Stable
2021,9,Anurdhapura,Anurdhapura Main,Abduction,2,High,Stable
2021,9,Anuradhapura,Anuradhapura Main,Total Crimes,96,High,Stable
2021,9,Ampara,Ampara Main,Total Crimes,78,Medium,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Unlawful Assembly/ Riot,0,High,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Statutory Rape (Non-consensual),0,Medium,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Statutory Rape (Consensual),0,Low,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Sexual Exploitation Of Children,0,High,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Robbery,0,Low,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Rape (Adult),1,High,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Property Theft > 50k,0,Low,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Offensive Weapons Act,0,High,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Offences Against The State,0,High,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Obstructing Police,0,High,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Narcotic Drugs,0,Low,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Murder,0,Medium,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Mischief > 50k,0,High,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Kidnapping,0,High,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Illegal Firearms,0,High,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Hurt by Dangerous Weapons,0,Low,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Human Trafficking,0,High,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,House Breaking,0,Low,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Grievous Hurt,0,Low,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Grave Sexual Abuse,1,High,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Extortions,0,High,Stable
2021,8,Women & Children'S Bureau,Women & Children'S Bureau Main,Cruelty to Children,0,High,Stable
